PARTKEY|NAME|MFGR|BRAND|TYPE|SIZE|CONTAINER|RETAILPRICE|COMMENT
2978|chartreuse magenta rose khaki frosted|Manufacturer#4           |Brand#42  |LARGE PLATED BRASS|44|WRAP DRUM |107.00|no|
2979|snow puff gainsboro slate cornsilk|Manufacturer#5           |Brand#51  |SMALL POLISHED STEEL|31|SM CASE   |107.00|no|
2980|grey dodger tomato gainsboro brown|Manufacturer#3           |Brand#31  |ECONOMY POLISHED NICKEL|31|WRAP CASE |107.00|no|
2981|tomato medium bisque black coral|Manufacturer#2           |Brand#21  |PROMO BRUSHED STEEL|10|WRAP CASE |107.00|no|
2982|metallic cornflower cyan royal indian|Manufacturer#5           |Brand#54  |STANDARD ANODIZED BRASS|29|SM DRUM   |108.00|no|
2983|dark tan royal burlywood tomato|Manufacturer#2           |Brand#25  |MEDIUM POLISHED STEEL|23|MED DRUM  |108.00|no|
2984|magenta dodger honeydew purple peach|Manufacturer#1           |Brand#11  |LARGE PLATED STEEL|47|MED CAN   |108.00|no|
2985|lavender pink cyan almond green|Manufacturer#4           |Brand#43  |LARGE BURNISHED BRASS|5|MED PACK  |108.00|no|
2986|chocolate chiffon yellow smoke black|Manufacturer#5           |Brand#53  |LARGE ANODIZED COPPER|12|SM JAR    |108.00|no|
2987|azure tomato salmon rose pale|Manufacturer#5           |Brand#55  |LARGE PLATED STEEL|40|JUMBO BOX |108.00|no|
2988|medium white firebrick cream sky|Manufacturer#3           |Brand#33  |PROMO POLISHED COPPER|3|MED DRUM  |108.00|no|
2989|metallic orchid coral bisque ghost|Manufacturer#3           |Brand#35  |SMALL BRUSHED NICKEL|38|LG CASE   |108.00|no|
2990|misty cornflower ivory plum lemon|Manufacturer#3           |Brand#33  |SMALL BURNISHED BRASS|32|LG PACK   |108.00|no|
2991|cornflower wheat goldenrod deep sky|Manufacturer#1           |Brand#12  |PROMO BURNISHED COPPER|27|SM BAG    |109.00|no|
2992|tan dim spring thistle sky|Manufacturer#3           |Brand#34  |LARGE BRUSHED COPPER|15|MED PKG   |109.00|no|
2993|rose grey metallic orange beige|Manufacturer#4           |Brand#42  |SMALL PLATED COPPER|16|SM PKG    |109.00|no|
2994|medium cornsilk sky violet turquoise|Manufacturer#3           |Brand#34  |LARGE ANODIZED COPPER|6|LG CASE   |109.00|no|
2995|turquoise forest seashell azure burlywood|Manufacturer#5           |Brand#53  |SMALL BURNISHED BRASS|38|LG BAG    |109.00|no|
2996|chartreuse papaya cream burnished slate|Manufacturer#1           |Brand#15  |PROMO POLISHED TIN|13|SM DRUM   |109.00|no|
2997|smoke chocolate beige cream peru|Manufacturer#1           |Brand#15  |LARGE ANODIZED BRASS|39|JUMBO DRUM|109.00|no|
2998|powder maroon light yellow violet|Manufacturer#4           |Brand#42  |LARGE BURNISHED BRASS|45|JUMBO PACK|109.00|no|
2999|cyan burnished dim red rosy|Manufacturer#3           |Brand#35  |LARGE BRUSHED STEEL|30|SM CASE   |109.00|no|
3000|coral indian firebrick sandy white|Manufacturer#3           |Brand#33  |MEDIUM ANODIZED COPPER|16|SM BOX    |0.00|no|
3001|powder wheat blush gainsboro saddle|Manufacturer#1           |Brand#13  |PROMO POLISHED TIN|36|MED CAN   |0.00|no|
3002|black orchid maroon moccasin thistle|Manufacturer#1           |Brand#12  |LARGE POLISHED TIN|37|WRAP CASE |0.00|no|
3003|tomato sienna gainsboro ivory burnished|Manufacturer#1           |Brand#14  |LARGE ANODIZED COPPER|12|WRAP PACK |1.00|no|
3004|saddle blue magenta ghost blanched|Manufacturer#1           |Brand#12  |SMALL PLATED STEEL|4|JUMBO BOX |1.00|no|
3005|sky blue puff blanched almond|Manufacturer#1           |Brand#13  |LARGE POLISHED COPPER|21|MED PKG   |1.00|no|
3006|drab cyan purple royal orchid|Manufacturer#5           |Brand#54  |STANDARD ANODIZED BRASS|3|LG BOX    |1.00|no|
3007|deep bisque drab saddle beige|Manufacturer#2           |Brand#25  |LARGE BURNISHED COPPER|50|JUMBO CAN |1.00|no|
3008|antique azure ivory blanched mint|Manufacturer#2           |Brand#22  |STANDARD PLATED TIN|49|JUMBO CASE|1.00|no|
3009|rosy lawn blue lemon blush|Manufacturer#1           |Brand#14  |SMALL BURNISHED TIN|7|MED BAG   |1.00|no|
3010|hot slate medium dodger forest|Manufacturer#2           |Brand#23  |MEDIUM POLISHED NICKEL|17|LG CASE   |1.00|no|
3011|ghost violet deep beige drab|Manufacturer#3           |Brand#33  |MEDIUM PLATED STEEL|3|MED CAN   |1.00|no|
3012|frosted almond hot orchid rosy|Manufacturer#5           |Brand#55  |LARGE BRUSHED STEEL|33|WRAP BAG  |2.00|no|
3013|dim midnight medium sienna linen|Manufacturer#5           |Brand#52  |LARGE BRUSHED NICKEL|34|SM PACK   |2.00|no|
3014|ghost green indian khaki plum|Manufacturer#2           |Brand#25  |SMALL ANODIZED COPPER|40|JUMBO CASE|2.00|no|
3015|peach slate orange indian powder|Manufacturer#3           |Brand#33  |LARGE BURNISHED STEEL|34|SM BOX    |2.00|no|
3016|olive snow burnished plum drab|Manufacturer#2           |Brand#21  |STANDARD BURNISHED COPPER|46|WRAP JAR  |2.00|no|
3017|green royal maroon midnight magenta|Manufacturer#5           |Brand#52  |PROMO POLISHED NICKEL|49|LG CAN    |2.00|no|
3018|frosted coral sky cornflower tan|Manufacturer#4           |Brand#43  |SMALL ANODIZED STEEL|4|JUMBO PKG |2.00|no|
3019|white maroon red burlywood honeydew|Manufacturer#3           |Brand#35  |MEDIUM POLISHED COPPER|24|JUMBO JAR |2.00|no|
3020|lace papaya brown chocolate coral|Manufacturer#2           |Brand#23  |SMALL POLISHED STEEL|26|JUMBO PKG |2.00|no|
3021|bisque honeydew light brown maroon|Manufacturer#2           |Brand#23  |PROMO POLISHED STEEL|22|MED CASE  |3.00|no|
3022|chiffon orange plum violet saddle|Manufacturer#1           |Brand#13  |LARGE BURNISHED BRASS|41|LG BAG    |3.00|no|
3023|firebrick bisque smoke mint chartreuse|Manufacturer#5           |Brand#52  |ECONOMY BRUSHED TIN|37|SM BAG    |3.00|no|
3024|lemon burnished goldenrod khaki saddle|Manufacturer#1           |Brand#15  |PROMO BURNISHED COPPER|10|MED PACK  |3.00|no|
3025|rosy spring midnight blush cornflower|Manufacturer#2           |Brand#24  |ECONOMY ANODIZED COPPER|1|MED PACK  |3.00|no|
3026|chiffon lace red black bisque|Manufacturer#4           |Brand#44  |MEDIUM PLATED COPPER|30|MED CAN   |3.00|no|
3027|burnished misty grey puff thistle|Manufacturer#2           |Brand#24  |LARGE BRUSHED STEEL|9|WRAP DRUM |3.00|no|
3028|puff slate tomato moccasin azure|Manufacturer#3           |Brand#32  |ECONOMY ANODIZED BRASS|38|MED JAR   |3.00|no|
3029|chiffon floral rose hot misty|Manufacturer#1           |Brand#13  |MEDIUM BRUSHED BRASS|31|SM BOX    |3.00|no|
3030|maroon seashell lime aquamarine forest|Manufacturer#3           |Brand#31  |SMALL ANODIZED TIN|15|SM PKG    |4.00|no|
3031|hot smoke midnight floral azure|Manufacturer#1           |Brand#12  |ECONOMY BRUSHED TIN|7|JUMBO PKG |4.00|no|
3032|misty light green cornflower violet|Manufacturer#4           |Brand#44  |ECONOMY BRUSHED NICKEL|46|JUMBO PKG |4.00|no|
3033|burnished misty cornflower dodger peru|Manufacturer#4           |Brand#43  |ECONOMY ANODIZED NICKEL|3|WRAP PACK |4.00|no|
3034|honeydew firebrick grey pink pale|Manufacturer#4           |Brand#43  |PROMO POLISHED NICKEL|50|SM CASE   |4.00|no|
3035|blanched royal smoke linen plum|Manufacturer#1           |Brand#13  |SMALL ANODIZED COPPER|4|LG PACK   |4.00|no|
3036|magenta slate cornsilk gainsboro sienna|Manufacturer#2           |Brand#25  |ECONOMY BRUSHED STEEL|22|LG PKG    |4.00|no|
3037|tan firebrick olive brown pale|Manufacturer#3           |Brand#31  |LARGE BURNISHED COPPER|41|SM PACK   |4.00|no|
3038|green maroon lawn azure red|Manufacturer#5           |Brand#51  |LARGE BRUSHED BRASS|32|MED CAN   |4.00|no|
3039|sky drab violet tan indian|Manufacturer#3           |Brand#33  |PROMO ANODIZED COPPER|43|SM JAR    |4.00|no|
3040|dodger puff midnight misty yellow|Manufacturer#4           |Brand#41  |ECONOMY POLISHED COPPER|19|JUMBO DRUM|5.00|no|
3041|burnished cream lace firebrick tomato|Manufacturer#5           |Brand#55  |LARGE ANODIZED COPPER|43|SM PKG    |5.00|no|
3042|cornflower honeydew orange goldenrod maroon|Manufacturer#4           |Brand#44  |STANDARD BRUSHED TIN|32|MED BOX   |5.00|no|
3043|blush lavender honeydew lemon gainsboro|Manufacturer#5           |Brand#54  |STANDARD ANODIZED BRASS|40|SM BAG    |5.00|no|
3044|pale olive chocolate drab khaki|Manufacturer#2           |Brand#25  |MEDIUM POLISHED STEEL|28|MED BOX   |5.00|no|
3045|rose spring powder almond steel|Manufacturer#3           |Brand#34  |MEDIUM POLISHED COPPER|36|MED CAN   |5.00|no|
3046|blanched deep red brown chartreuse|Manufacturer#5           |Brand#54  |PROMO PLATED STEEL|22|SM DRUM   |5.00|no|
3047|snow peru coral gainsboro rosy|Manufacturer#5           |Brand#52  |LARGE BURNISHED TIN|23|SM CAN    |5.00|no|
3048|frosted sienna honeydew dodger puff|Manufacturer#3           |Brand#31  |ECONOMY BRUSHED NICKEL|14|SM CASE   |5.00|no|
3049|burnished pale honeydew plum khaki|Manufacturer#4           |Brand#41  |ECONOMY BURNISHED COPPER|21|JUMBO BAG |6.00|no|
3050|cyan orange green drab midnight|Manufacturer#1           |Brand#12  |SMALL POLISHED NICKEL|7|SM CAN    |6.00|no|
3051|tan slate saddle burnished ghost|Manufacturer#3           |Brand#34  |ECONOMY BURNISHED TIN|16|LG BAG    |6.00|no|
3052|rose ivory thistle white smoke|Manufacturer#3           |Brand#33  |SMALL POLISHED NICKEL|13|WRAP BOX  |6.00|no|
3053|orange magenta khaki sienna lavender|Manufacturer#4           |Brand#43  |LARGE ANODIZED TIN|10|SM BOX    |6.00|no|
3054|navajo dodger midnight orchid burlywood|Manufacturer#2           |Brand#21  |LARGE PLATED TIN|37|MED BAG   |6.00|no|
3055|steel ivory sandy wheat frosted|Manufacturer#2           |Brand#23  |SMALL ANODIZED NICKEL|22|WRAP CASE |6.00|no|
3056|dodger almond orchid black slate|Manufacturer#3           |Brand#33  |PROMO POLISHED BRASS|48|JUMBO BAG |6.00|no|
3057|ivory sandy honeydew almond lemon|Manufacturer#3           |Brand#34  |MEDIUM PLATED COPPER|36|JUMBO PACK|6.00|no|
3058|sienna sandy drab pale violet|Manufacturer#2           |Brand#25  |MEDIUM PLATED STEEL|7|LG CASE   |7.00|no|
3059|peru light forest floral gainsboro|Manufacturer#5           |Brand#52  |STANDARD PLATED TIN|21|WRAP PKG  |7.00|no|
3060|steel spring brown cream gainsboro|Manufacturer#1           |Brand#15  |ECONOMY ANODIZED STEEL|2|LG PACK   |7.00|no|
3061|navajo coral misty blush indian|Manufacturer#2           |Brand#22  |LARGE POLISHED NICKEL|10|WRAP JAR  |7.00|no|
3062|cream black coral tomato yellow|Manufacturer#4           |Brand#41  |MEDIUM BURNISHED TIN|22|MED BAG   |7.00|no|
3063|almond moccasin burnished navajo chiffon|Manufacturer#5           |Brand#52  |MEDIUM POLISHED COPPER|7|JUMBO DRUM|7.00|no|
3064|rosy dark saddle turquoise navy|Manufacturer#3           |Brand#33  |MEDIUM PLATED BRASS|8|MED BAG   |7.00|no|
3065|dim honeydew papaya blanched coral|Manufacturer#1           |Brand#11  |ECONOMY POLISHED BRASS|29|SM CAN    |7.00|no|
3066|antique chartreuse almond hot bisque|Manufacturer#1           |Brand#12  |SMALL BURNISHED STEEL|18|WRAP CAN  |7.00|no|
3067|cornsilk chiffon magenta black misty|Manufacturer#5           |Brand#53  |SMALL BRUSHED TIN|38|MED PKG   |8.00|no|
3068|tan rosy peru linen smoke|Manufacturer#3           |Brand#35  |SMALL BRUSHED BRASS|1|WRAP CAN  |8.00|no|
3069|deep almond saddle yellow lavender|Manufacturer#3           |Brand#34  |SMALL BURNISHED TIN|36|SM JAR    |8.00|no|
3070|navy red antique medium powder|Manufacturer#3           |Brand#32  |STANDARD BURNISHED BRASS|36|SM DRUM   |8.00|no|
3071|floral royal blue saddle bisque|Manufacturer#2           |Brand#22  |PROMO PLATED NICKEL|38|LG JAR    |8.00|no|
3072|rosy chocolate cream burlywood lavender|Manufacturer#4           |Brand#42  |SMALL ANODIZED NICKEL|12|WRAP CAN  |8.00|no|
3073|royal orange sandy chartreuse dodger|Manufacturer#1           |Brand#15  |MEDIUM PLATED NICKEL|44|MED PACK  |8.00|no|
3074|sandy dodger tan sky almond|Manufacturer#3           |Brand#32  |LARGE BURNISHED STEEL|6|MED PACK  |8.00|no|
3075|navy blanched cornsilk ivory light|Manufacturer#2           |Brand#24  |PROMO BURNISHED NICKEL|41|LG CAN    |8.00|no|
3076|seashell burlywood turquoise almond blush|Manufacturer#3           |Brand#35  |LARGE PLATED TIN|27|WRAP PKG  |9.00|no|
3077|tomato black seashell floral chiffon|Manufacturer#4           |Brand#41  |STANDARD POLISHED COPPER|29|WRAP BOX  |9.00|no|
3078|pink metallic cornsilk lavender forest|Manufacturer#3           |Brand#34  |PROMO PLATED TIN|29|MED JAR   |9.00|no|
3079|midnight misty black maroon blush|Manufacturer#3           |Brand#32  |MEDIUM POLISHED TIN|5|WRAP BOX  |9.00|no|
3080|thistle metallic drab tan snow|Manufacturer#2           |Brand#24  |STANDARD ANODIZED BRASS|15|JUMBO BOX |9.00|no|
3081|dim saddle sky misty orange|Manufacturer#3           |Brand#35  |LARGE PLATED STEEL|29|WRAP JAR  |9.00|no|
3082|dodger olive beige royal burlywood|Manufacturer#5           |Brand#52  |MEDIUM BURNISHED BRASS|33|MED BAG   |9.00|no|
3083|medium bisque yellow green lawn|Manufacturer#2           |Brand#22  |STANDARD BURNISHED BRASS|26|MED JAR   |9.00|no|
3084|saddle moccasin beige plum drab|Manufacturer#2           |Brand#24  |PROMO BURNISHED BRASS|5|SM JAR    |9.00|no|
3085|misty olive pink brown royal|Manufacturer#1           |Brand#13  |MEDIUM POLISHED TIN|13|SM BAG    |10.00|no|
3086|antique puff navy orange olive|Manufacturer#5           |Brand#52  |STANDARD PLATED NICKEL|32|LG CAN    |10.00|no|
3087|midnight dim sky coral cornsilk|Manufacturer#5           |Brand#51  |STANDARD POLISHED COPPER|15|JUMBO CASE|10.00|no|
3088|coral royal lavender chartreuse blanched|Manufacturer#1           |Brand#14  |SMALL BRUSHED COPPER|35|WRAP DRUM |10.00|no|
3089|chocolate floral light white puff|Manufacturer#2           |Brand#21  |STANDARD POLISHED STEEL|36|MED CAN   |10.00|no|
3090|smoke pale blush coral linen|Manufacturer#1           |Brand#15  |MEDIUM POLISHED TIN|36|WRAP CAN  |10.00|no|
3091|seashell linen rosy magenta bisque|Manufacturer#3           |Brand#31  |STANDARD BURNISHED STEEL|31|WRAP JAR  |10.00|no|
3092|forest burnished red lawn chiffon|Manufacturer#5           |Brand#54  |SMALL ANODIZED TIN|30|LG DRUM   |10.00|no|
3093|sandy midnight tomato puff beige|Manufacturer#4           |Brand#45  |MEDIUM PLATED TIN|33|SM DRUM   |10.00|no|
3094|saddle lime peach purple floral|Manufacturer#1           |Brand#12  |LARGE BURNISHED NICKEL|15|SM BAG    |11.00|no|
3095|saddle slate mint steel midnight|Manufacturer#5           |Brand#53  |PROMO BURNISHED COPPER|27|JUMBO DRUM|11.00|no|
3096|plum lavender snow blush sandy|Manufacturer#5           |Brand#51  |SMALL POLISHED TIN|11|MED CAN   |11.00|no|
3097|antique pale lace khaki lime|Manufacturer#5           |Brand#51  |ECONOMY POLISHED BRASS|30|LG PKG    |11.00|no|
3098|papaya tan burnished red cream|Manufacturer#4           |Brand#43  |LARGE ANODIZED BRASS|41|WRAP PKG  |11.00|no|
3099|drab royal lime forest sandy|Manufacturer#2           |Brand#25  |PROMO BRUSHED TIN|14|JUMBO BAG |11.00|no|
3100|sandy dodger tomato navajo almond|Manufacturer#5           |Brand#51  |PROMO BURNISHED STEEL|33|LG JAR    |11.00|no|
3101|rose coral cyan mint chiffon|Manufacturer#1           |Brand#11  |STANDARD PLATED COPPER|5|MED CASE  |11.00|no|
3102|peach puff orchid light sienna|Manufacturer#5           |Brand#54  |LARGE POLISHED BRASS|21|WRAP DRUM |11.00|no|
3103|white spring drab orchid chocolate|Manufacturer#4           |Brand#42  |MEDIUM BURNISHED BRASS|26|MED DRUM  |11.00|no|
3104|rosy snow drab beige turquoise|Manufacturer#2           |Brand#23  |PROMO BURNISHED TIN|7|SM BOX    |12.00|no|
3105|forest thistle almond lawn dim|Manufacturer#4           |Brand#45  |ECONOMY PLATED NICKEL|36|LG PKG    |12.00|no|
3106|pink orange plum tan firebrick|Manufacturer#2           |Brand#22  |SMALL BURNISHED COPPER|29|LG JAR    |12.00|no|
3107|green deep drab navy firebrick|Manufacturer#3           |Brand#32  |SMALL PLATED TIN|5|WRAP CASE |12.00|no|
3108|blush forest smoke orange azure|Manufacturer#3           |Brand#35  |MEDIUM BURNISHED BRASS|49|MED BAG   |12.00|no|
3109|pink lawn almond floral blanched|Manufacturer#2           |Brand#22  |LARGE BURNISHED BRASS|17|JUMBO PKG |12.00|no|
3110|peru wheat mint ivory dark|Manufacturer#1           |Brand#14  |LARGE BURNISHED STEEL|6|SM PKG    |12.00|no|
3111|chartreuse purple navajo metallic deep|Manufacturer#3           |Brand#34  |PROMO BRUSHED COPPER|36|JUMBO BOX |12.00|no|
3112|chiffon dodger purple medium magenta|Manufacturer#1           |Brand#14  |MEDIUM ANODIZED STEEL|23|LG BAG    |12.00|no|
3113|frosted cornflower yellow linen salmon|Manufacturer#2           |Brand#21  |MEDIUM BURNISHED TIN|17|LG BOX    |13.00|no|
3114|orchid papaya azure purple gainsboro|Manufacturer#5           |Brand#53  |STANDARD PLATED COPPER|45|SM PACK   |13.00|no|
3115|cyan medium cornsilk ivory lawn|Manufacturer#1           |Brand#13  |ECONOMY BURNISHED TIN|40|JUMBO PACK|13.00|no|
3116|blush navy frosted grey rose|Manufacturer#3           |Brand#32  |MEDIUM ANODIZED TIN|16|WRAP PKG  |13.00|no|
3117|rose orange saddle peru firebrick|Manufacturer#1           |Brand#15  |ECONOMY POLISHED COPPER|5|SM PKG    |13.00|no|
3118|cornflower deep light spring dodger|Manufacturer#2           |Brand#24  |SMALL POLISHED BRASS|13|JUMBO JAR |13.00|no|
3119|lime coral burlywood peach chiffon|Manufacturer#3           |Brand#31  |LARGE BURNISHED TIN|30|WRAP CASE |13.00|no|
3120|burnished cornsilk green burlywood sienna|Manufacturer#4           |Brand#44  |ECONOMY POLISHED STEEL|5|SM PKG    |13.00|no|
3121|saddle lavender burlywood burnished thistle|Manufacturer#2           |Brand#23  |SMALL POLISHED BRASS|14|JUMBO CAN |13.00|no|
3122|snow burlywood royal dark firebrick|Manufacturer#4           |Brand#45  |SMALL BRUSHED BRASS|46|LG CAN    |14.00|no|
3123|coral grey green sky seashell|Manufacturer#1           |Brand#15  |MEDIUM ANODIZED STEEL|21|WRAP DRUM |14.00|no|
3124|olive coral steel moccasin snow|Manufacturer#3           |Brand#31  |MEDIUM POLISHED TIN|33|SM DRUM   |14.00|no|
3125|violet rosy sandy yellow chiffon|Manufacturer#5           |Brand#55  |SMALL BRUSHED COPPER|43|WRAP PKG  |14.00|no|
3126|chiffon azure orange seashell blanched|Manufacturer#3           |Brand#34  |PROMO POLISHED COPPER|1|LG DRUM   |14.00|no|
3127|brown lemon peru medium blush|Manufacturer#5           |Brand#51  |LARGE BRUSHED TIN|5|WRAP CAN  |14.00|no|
3128|firebrick aquamarine khaki tan blanched|Manufacturer#4           |Brand#45  |ECONOMY ANODIZED NICKEL|6|WRAP BAG  |14.00|no|
3129|honeydew tan spring medium mint|Manufacturer#4           |Brand#44  |ECONOMY PLATED TIN|46|WRAP PKG  |14.00|no|
3130|spring chiffon yellow purple seashell|Manufacturer#4           |Brand#41  |ECONOMY BRUSHED COPPER|5|MED CASE  |14.00|no|
3131|lime almond thistle saddle misty|Manufacturer#1           |Brand#12  |PROMO PLATED COPPER|7|WRAP DRUM |15.00|no|
3132|misty grey yellow lemon peach|Manufacturer#4           |Brand#42  |SMALL PLATED STEEL|34|MED PACK  |15.00|no|
3133|ivory aquamarine yellow lime seashell|Manufacturer#2           |Brand#24  |LARGE BURNISHED STEEL|18|LG DRUM   |15.00|no|
3134|sky gainsboro snow goldenrod lawn|Manufacturer#5           |Brand#52  |MEDIUM BURNISHED NICKEL|10|WRAP PKG  |15.00|no|
3135|pale slate lawn tan brown|Manufacturer#1           |Brand#12  |MEDIUM BURNISHED COPPER|1|JUMBO CAN |15.00|no|
3136|turquoise cornsilk blanched sienna tomato|Manufacturer#4           |Brand#42  |STANDARD BRUSHED BRASS|21|LG DRUM   |15.00|no|
3137|sandy thistle azure magenta metallic|Manufacturer#1           |Brand#12  |ECONOMY ANODIZED TIN|5|LG DRUM   |15.00|no|
3138|sienna purple almond tan dark|Manufacturer#3           |Brand#34  |STANDARD ANODIZED BRASS|23|MED PACK  |15.00|no|
3139|burnished floral moccasin sandy dark|Manufacturer#4           |Brand#45  |MEDIUM ANODIZED COPPER|5|JUMBO CASE|15.00|no|
3140|linen black hot frosted almond|Manufacturer#3           |Brand#34  |ECONOMY PLATED TIN|13|LG BOX    |16.00|no|
3141|dim ivory purple salmon white|Manufacturer#1           |Brand#13  |SMALL PLATED STEEL|39|LG PKG    |16.00|no|
3142|papaya dim beige salmon pink|Manufacturer#3           |Brand#33  |PROMO BRUSHED STEEL|50|SM CAN    |16.00|no|
3143|drab medium beige pale magenta|Manufacturer#4           |Brand#45  |MEDIUM PLATED STEEL|42|JUMBO BAG |16.00|no|
3144|sienna mint maroon wheat blanched|Manufacturer#1           |Brand#15  |STANDARD POLISHED BRASS|22|WRAP BAG  |16.00|no|
3145|tomato lawn peru floral drab|Manufacturer#2           |Brand#23  |SMALL ANODIZED STEEL|23|JUMBO CAN |16.00|no|
3146|aquamarine dodger ghost navy drab|Manufacturer#3           |Brand#35  |MEDIUM POLISHED NICKEL|25|LG BOX    |16.00|no|
3147|ivory ghost salmon indian cyan|Manufacturer#1           |Brand#14  |MEDIUM BRUSHED NICKEL|41|SM BOX    |16.00|no|
3148|dark almond blue white rose|Manufacturer#5           |Brand#51  |ECONOMY POLISHED NICKEL|50|JUMBO BOX |16.00|no|
3149|powder smoke medium green burlywood|Manufacturer#5           |Brand#51  |STANDARD POLISHED TIN|3|LG JAR    |17.00|no|
3150|maroon medium rose drab slate|Manufacturer#4           |Brand#41  |LARGE BRUSHED STEEL|19|WRAP PKG  |17.00|no|
3151|violet almond ivory rose cyan|Manufacturer#3           |Brand#34  |MEDIUM PLATED TIN|27|JUMBO DRUM|17.00|no|
3152|blanched peru chiffon antique tan|Manufacturer#3           |Brand#33  |SMALL PLATED NICKEL|41|SM BOX    |17.00|no|
3153|almond burlywood slate antique navajo|Manufacturer#1           |Brand#15  |ECONOMY POLISHED TIN|42|LG BOX    |17.00|no|
3154|cyan yellow plum saddle forest|Manufacturer#1           |Brand#11  |LARGE BRUSHED NICKEL|13|MED PKG   |17.00|no|
3155|salmon saddle spring royal powder|Manufacturer#4           |Brand#41  |PROMO ANODIZED COPPER|21|MED JAR   |17.00|no|
3156|indian forest sandy floral peach|Manufacturer#5           |Brand#54  |SMALL PLATED TIN|48|WRAP JAR  |17.00|no|
3157|burnished floral orange indian seashell|Manufacturer#1           |Brand#15  |LARGE PLATED BRASS|44|JUMBO PKG |17.00|no|
3158|burlywood goldenrod powder black drab|Manufacturer#4           |Brand#45  |LARGE POLISHED TIN|9|WRAP JAR  |18.00|no|
3159|smoke seashell almond green plum|Manufacturer#3           |Brand#31  |SMALL ANODIZED TIN|13|LG BOX    |18.00|no|
3160|papaya aquamarine sandy maroon pale|Manufacturer#3           |Brand#31  |LARGE ANODIZED BRASS|37|MED BAG   |18.00|no|
3161|lime thistle burnished wheat spring|Manufacturer#3           |Brand#34  |PROMO POLISHED COPPER|47|JUMBO CASE|18.00|no|
3162|honeydew ghost seashell misty cream|Manufacturer#1           |Brand#14  |SMALL POLISHED NICKEL|35|MED CASE  |18.00|no|
3163|firebrick turquoise burnished chartreuse light|Manufacturer#2           |Brand#22  |ECONOMY POLISHED TIN|44|SM CAN    |18.00|no|
3164|hot cyan spring smoke blanched|Manufacturer#2           |Brand#21  |LARGE PLATED COPPER|7|WRAP PKG  |18.00|no|
3165|sandy wheat blanched deep drab|Manufacturer#2           |Brand#23  |ECONOMY POLISHED COPPER|18|WRAP BAG  |18.00|no|
3166|medium lemon chartreuse burlywood misty|Manufacturer#2           |Brand#23  |PROMO BURNISHED NICKEL|41|JUMBO CASE|18.00|no|
3167|sandy aquamarine cornflower light peach|Manufacturer#5           |Brand#54  |PROMO POLISHED BRASS|3|SM BOX    |18.00|no|
3168|sienna blanched midnight orchid ivory|Manufacturer#1           |Brand#15  |MEDIUM BRUSHED BRASS|30|MED BOX   |19.00|no|
3169|peach rose firebrick powder grey|Manufacturer#3           |Brand#33  |ECONOMY ANODIZED NICKEL|9|JUMBO BAG |19.00|no|
3170|salmon orange coral navajo lavender|Manufacturer#1           |Brand#11  |ECONOMY POLISHED COPPER|14|MED PKG   |19.00|no|
3171|magenta black azure yellow chartreuse|Manufacturer#1           |Brand#11  |ECONOMY POLISHED COPPER|37|SM CAN    |19.00|no|
3172|azure hot light navajo metallic|Manufacturer#5           |Brand#52  |SMALL PLATED STEEL|21|WRAP BOX  |19.00|no|
3173|salmon almond frosted plum puff|Manufacturer#2           |Brand#22  |SMALL PLATED TIN|29|SM DRUM   |19.00|no|
3174|slate pink sky powder dim|Manufacturer#2           |Brand#24  |STANDARD ANODIZED TIN|30|JUMBO PACK|19.00|no|
3175|ghost black papaya dodger forest|Manufacturer#1           |Brand#12  |MEDIUM BURNISHED NICKEL|42|SM CAN    |19.00|no|
3176|orchid navajo salmon blue navy|Manufacturer#4           |Brand#45  |STANDARD POLISHED STEEL|4|MED JAR   |19.00|no|
3177|salmon goldenrod white spring frosted|Manufacturer#5           |Brand#53  |SMALL POLISHED TIN|20|SM BOX    |20.00|no|
3178|navy khaki lavender sandy midnight|Manufacturer#1           |Brand#15  |ECONOMY ANODIZED COPPER|43|LG PKG    |20.00|no|
3179|peach thistle olive lawn hot|Manufacturer#3           |Brand#35  |STANDARD BURNISHED BRASS|19|WRAP JAR  |20.00|no|
3180|blanched chartreuse medium sandy snow|Manufacturer#3           |Brand#32  |STANDARD BRUSHED BRASS|2|JUMBO PACK|20.00|no|
3181|sandy royal orange tan salmon|Manufacturer#1           |Brand#15  |MEDIUM BRUSHED TIN|28|LG BAG    |20.00|no|
3182|midnight burlywood cream spring metallic|Manufacturer#2           |Brand#21  |ECONOMY BURNISHED BRASS|5|JUMBO JAR |20.00|no|
3183|midnight slate chartreuse orange indian|Manufacturer#1           |Brand#15  |LARGE PLATED NICKEL|36|LG CAN    |20.00|no|
3184|sienna medium seashell magenta goldenrod|Manufacturer#4           |Brand#41  |MEDIUM BRUSHED NICKEL|48|SM PACK   |20.00|no|
3185|misty mint cornsilk metallic olive|Manufacturer#2           |Brand#24  |ECONOMY POLISHED NICKEL|11|JUMBO PACK|20.00|no|
3186|thistle moccasin misty slate pink|Manufacturer#1           |Brand#15  |LARGE PLATED BRASS|26|MED PKG   |21.00|no|
3187|coral tomato navajo turquoise beige|Manufacturer#3           |Brand#34  |SMALL POLISHED NICKEL|1|SM DRUM   |21.00|no|
3188|ivory yellow almond deep indian|Manufacturer#4           |Brand#42  |MEDIUM POLISHED NICKEL|42|WRAP CAN  |21.00|no|
